Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Business,"Annual payroll ($1,000)","Management of companies and enterprises","150,948",G,"1,631,101",H,"233,042",H,"1,507,612",G,"875,124",G,"1,458,158",G,"145,378",G,"232,614",H,"161,945",G,"3,700,614",H,"215,943",H,"3,670,833",H,"133,491",G,"804,255",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","335,431",G,"1,609,993",G,"421,197",G,"970,704",G,"573,572",G,"907,127",G,"515,590",G,"442,633",G,"454,302",G,"680,617",G,"472,375",G,"2,390,942",G,"335,449",G,"621,006",G
Business,"Annual payroll ($1,000)","Educational services","197,270",G,"434,820",G,"78,632",G,"2,061,608",J,"146,179",H,"191,174",H,"129,201",H,"169,288",H,"254,966",H,"972,697",H,"215,057",G,"360,724",H,"159,309",H,"268,200",G
Business,"Annual payroll ($1,000)","Health care and social assistance","1,910,275",G,"3,869,041",G,"2,420,713",G,"5,098,498",G,"2,792,490",H,"2,594,415",H,"2,591,956",G,"1,610,425",H,"2,542,754",G,"2,836,891",H,"3,075,879",G,"4,522,788",H,"941,810",G,"2,238,127",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","34,256",G,"299,760",G,"70,484",G,"123,506",G,"105,814",G,"189,982",H,"147,403",G,"197,654",G,"75,882",G,"322,156",G,"266,206",G,"782,654",G,"44,122",G,"231,932",G
Business,"Annual payroll ($1,000)","Accommodation and food services","484,453",G,"1,179,581",G,"807,078",G,"896,224",G,"596,728",G,"721,404",G,"760,919",G,"505,108",G,"635,838",G,"707,114",G,"1,244,402",G,"1,379,076",G,"376,834",G,"617,636",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","273,885",G,"821,720",G,"298,128",G,"806,294",G,"327,899",G,"413,604",G,"360,864",G,"347,664",G,"305,423",G,"439,350",G,"443,948",G,"901,686",G,"218,750",G,"442,945",G
Business,"Annual payroll ($1,000)","Industries not classified",363,G,784,G,551,G,"2,034",H,832,H,630,G,"1,151",H,360,H,779,J,634,G,411,G,"3,033",G,639,G,585,H
Business,"Total Establishments","Total for all sectors","14,971",X,"24,662",X,"16,883",X,"18,974",X,"16,523",X,"17,760",X,"18,869",X,"17,139",X,"14,023",X,"19,216",X,"21,945",X,"24,871",X,"13,412",X,"17,832",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",152,X,17,X,105,X,20,X,41,X,23,X,74,X,101,X,57,X,25,X,65,X,7,X,68,X,33,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",13,X,8,X,13,X,8,X,28,X,16,X,9,X,11,X,14,X,10,X,30,X,10,X,16,X,8,X
Business,"Total Establishments",Utilities,46,X,58,X,38,X,28,X,38,X,38,X,36,X,33,X,29,X,42,X,48,X,58,X,43,X,62,X
Business,"Total Establishments",Construction,"1,493",X,"2,236",X,"1,868",X,"1,679",X,"1,810",X,"1,939",X,"2,314",X,"2,308",X,"1,606",X,"2,046",X,"2,816",X,"2,054",X,"2,447",X,"1,759",X
Business,"Total Establishments",Manufacturing,531,X,431,X,437,X,387,X,664,X,929,X,468,X,656,X,690,X,995,X,732,X,524,X,447,X,772,X
Business,"Total Establishments","Wholesale trade",645,X,"1,044",X,526,X,673,X,650,X,"1,198",X,646,X,762,X,557,X,964,X,685,X,"1,375",X,418,X,889,X
Business,"Total Establishments","Retail trade","2,794",X,"2,790",X,"2,953",X,"1,885",X,"2,646",X,"2,650",X,"2,672",X,"2,215",X,"2,286",X,"2,796",X,"3,185",X,"2,575",X,"1,819",X,"2,260",X
Business,"Total Establishments","Transportation and warehousing",564,X,519,X,504,X,363,X,457,X,681,X,544,X,633,X,458,X,600,X,402,X,935,X,466,X,630,X
Business,"Total Establishments",Information,202,X,521,X,245,X,450,X,252,X,221,X,247,X,228,X,161,X,251,X,329,X,509,X,153,X,255,X
Business,"Total Establishments","Finance and insurance",745,X,"1,491",X,815,X,916,X,928,X,834,X,897,X,833,X,614,X,"1,056",X,899,X,"1,714",X,565,X,"1,009",X
Business,"Total Establishments","Real estate and rental and leasing",592,X,"1,739",X,"1,032",X,"1,221",X,886,X,897,X,"1,387",X,955,X,720,X,"1,093",X,"1,454",X,"2,025",X,635,X,"1,151",X
Business,"Total Establishments","Professional, scientific, and technical services",865,X,"3,998",X,"1,311",X,"3,509",X,"1,453",X,"1,457",X,"1,953",X,"1,845",X,"1,056",X,"1,804",X,"2,138",X,"3,422",X,"1,326",X,"1,853",X
Business,"Total Establishments","Management of companies and enterprises",63,X,224,X,42,X,126,X,91,X,109,X,86,X,54,X,48,X,133,X,63,X,478,X,38,X,122,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",745,X,"1,490",X,888,X,"1,091",X,863,X,"1,074",X,"1,086",X,"1,022",X,813,X,"1,105",X,"1,237",X,"1,407",X,933,X,"1,048",X
Business,"Total Establishments","Educational services",148,X,422,X,182,X,501,X,173,X,183,X,212,X,226,X,166,X,211,X,300,X,319,X,157,X,247,X
Business,"Total Establishments","Health care and social assistance","1,913",X,"2,826",X,"1,827",X,"2,323",X,"1,775",X,"1,584",X,"2,119",X,"1,738",X,"1,468",X,"1,948",X,"2,586",X,"2,560",X,"1,152",X,"1,960",X
Business,"Total Establishments","Arts, entertainment, and recreation",180,X,439,X,319,X,365,X,271,X,304,X,345,X,277,X,236,X,386,X,457,X,439,X,194,X,305,X
Business,"Total Establishments","Accommodation and food services","1,412",X,"2,108",X,"2,004",X,"1,760",X,"1,585",X,"1,704",X,"1,925",X,"1,368",X,"1,479",X,"1,668",X,"2,296",X,"2,361",X,"1,096",X,"1,527",X
Business,"Total Establishments","Other services (except public administration)","1,854",X,"2,281",X,"1,752",X,"1,651",X,"1,891",X,"1,904",X,"1,829",X,"1,862",X,"1,539",X,"2,062",X,"2,209",X,"2,058",X,"1,423",X,"1,929",X
Business,"Total Establishments","Industries not classified",14,X,20,X,22,X,18,X,21,X,15,X,20,X,12,X,26,X,21,X,14,X,41,X,16,X,13,X

"Source: 2023 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
