Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
People,"Place of Birth","State of residence","599,558","(+/-10,927)","567,199","(+/-13,238)","486,310","(+/-13,991)","539,366","(+/-10,451)","354,516","(+/-14,072)","269,106","(+/-14,202)","314,503","(+/-17,709)","366,085","(+/-16,045)","344,928","(+/-18,706)","312,490","(+/-18,661)","448,399","(+/-11,300)","309,373","(+/-13,476)","320,900","(+/-13,955)","350,507","(+/-14,647)","357,279","(+/-17,184)","423,430","(+/-10,572)","506,657","(+/-10,361)","530,860","(+/-10,095)","565,859","(+/-9,556)","572,444","(+/-9,367)","597,622","(+/-9,522)","582,362","(+/-8,739)","611,478","(+/-8,039)","632,995","(+/-7,430)","571,071","(+/-8,197)","610,945","(+/-9,331)"
People,"Place of Birth","Different state","68,183","(+/-4,962)","37,076","(+/-4,200)","44,620","(+/-4,169)","38,993","(+/-4,174)","37,972","(+/-3,167)","25,010","(+/-3,563)","126,820","(+/-7,579)","67,349","(+/-5,505)","82,619","(+/-6,499)","183,322","(+/-10,622)","38,066","(+/-4,002)","215,281","(+/-11,498)","111,138","(+/-7,816)","53,779","(+/-6,398)","44,718","(+/-5,666)","91,428","(+/-6,144)","102,146","(+/-5,364)","121,224","(+/-6,612)","146,074","(+/-6,797)","119,133","(+/-6,219)","138,031","(+/-5,850)","109,009","(+/-5,038)","123,666","(+/-5,751)","102,334","(+/-5,041)","118,280","(+/-6,776)","82,743","(+/-6,299)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","8,900","(+/-2,435)","15,967","(+/-3,524)","11,152","(+/-2,243)","13,049","(+/-2,510)","15,423","(+/-2,714)","16,961","(+/-3,046)","26,707","(+/-3,022)","19,362","(+/-3,335)","20,715","(+/-3,488)","21,676","(+/-3,208)","19,024","(+/-3,089)","16,639","(+/-3,134)","30,280","(+/-4,475)","37,177","(+/-4,576)","53,333","(+/-6,622)","26,000","(+/-4,656)","17,998","(+/-3,360)","16,539","(+/-2,735)","10,718","(+/-1,920)","13,799","(+/-2,028)","8,146","(+/-1,684)","11,040","(+/-2,082)","7,117","(+/-1,734)","6,222","(+/-1,187)","19,303","(+/-2,641)","14,717","(+/-2,797)"
People,"Place of Birth",Foreign-born,"108,447","(+/-7,245)","153,175","(+/-9,485)","212,646","(+/-11,274)","175,869","(+/-8,405)","330,002","(+/-12,319)","383,356","(+/-15,483)","251,120","(+/-12,738)","287,790","(+/-12,819)","277,693","(+/-12,477)","201,423","(+/-10,425)","247,791","(+/-10,118)","193,703","(+/-12,543)","263,726","(+/-13,840)","300,534","(+/-16,036)","260,114","(+/-13,518)","233,736","(+/-11,222)","146,678","(+/-7,321)","110,595","(+/-8,060)","53,861","(+/-3,811)","73,146","(+/-5,318)","27,233","(+/-2,860)","57,389","(+/-6,853)","20,239","(+/-2,585)","23,412","(+/-2,593)","58,132","(+/-4,820)","66,186","(+/-5,642)"
People,Ancestry,"Total population","785,088","(+/-10,040)","773,417","(+/-11,592)","754,728","(+/-18,478)","767,277","(+/-6,128)","737,913","(+/-18,724)","694,433","(+/-22,648)","719,150","(+/-23,262)","740,586","(+/-23,116)","725,955","(+/-22,470)","718,911","(+/-23,578)","753,280","(+/-13,354)","734,996","(+/-16,880)","726,044","(+/-19,973)","741,997","(+/-25,851)","715,444","(+/-20,526)","774,594","(+/-9,957)","773,479","(+/-5,792)","779,218","(+/-5,729)","776,512","(+/-6,329)","778,522","(+/-5,879)","771,032","(+/-7,131)","759,800","(+/-3,847)","762,500","(+/-6,149)","764,963","(+/-5,833)","766,786","(+/-2,514)","774,591","(+/-5,971)"
People,Ancestry,American,"35,835","(+/-5,226)","17,994","(+/-2,956)","31,923","(+/-4,484)","27,859","(+/-4,916)","35,040","(+/-5,498)","12,863","(+/-2,716)","21,313","(+/-4,664)","34,931","(+/-5,491)","31,108","(+/-6,086)","19,763","(+/-4,871)","35,281","(+/-6,859)","44,435","(+/-7,847)","26,141","(+/-6,472)","19,065","(+/-3,360)","23,890","(+/-5,092)","28,906","(+/-4,943)","49,599","(+/-6,353)","40,024","(+/-4,814)","35,367","(+/-3,691)","33,547","(+/-4,580)","55,188","(+/-4,853)","28,603","(+/-3,793)","39,639","(+/-4,155)","40,172","(+/-4,285)","31,937","(+/-5,203)","20,604","(+/-3,904)"
People,Ancestry,Arab,"3,196","(+/-1,539)","2,281","(+/-1,179)","5,183","(+/-1,753)","2,971","(+/-1,119)","2,741","(+/-1,495)","10,216","(+/-5,784)","11,824","(+/-3,490)","12,708","(+/-5,931)","8,548","(+/-2,565)","12,357","(+/-3,757)","33,823","(+/-7,054)","12,897","(+/-3,881)","3,751","(+/-1,601)","12,152","(+/-4,259)","7,690","(+/-4,167)","8,470","(+/-2,483)","3,613","(+/-1,224)","6,825","(+/-2,304)","3,911","(+/-1,504)","6,774","(+/-2,666)","3,105","(+/-1,099)","8,724","(+/-2,154)","2,648",(+/-765),"2,384","(+/-1,153)","2,648","(+/-1,064)","12,599","(+/-4,099)"
People,Ancestry,Czech,"2,989","(+/-1,274)","2,404",(+/-820),"1,864",(+/-796),"1,159",(+/-729),196,(+/-129),639,(+/-346),"2,228",(+/-887),585,(+/-453),566,(+/-435),"1,458",(+/-709),335,(+/-261),"4,316","(+/-1,811)",558,(+/-400),707,(+/-578),75,(+/-83),"1,232",(+/-526),"2,504",(+/-987),"2,217","(+/-1,021)","3,462","(+/-1,068)","2,599","(+/-1,197)","2,201",(+/-782),"1,010",(+/-613),"1,946",(+/-609),"1,086",(+/-614),"1,576",(+/-746),"1,303",(+/-812)
People,Ancestry,Danish,"1,506",(+/-679),856,(+/-407),919,(+/-552),556,(+/-359),29,(+/-47),351,(+/-452),912,(+/-428),60,(+/-51),873,(+/-799),"1,579",(+/-765),396,(+/-357),"1,424","(+/-1,068)",609,(+/-569),81,(+/-134),0,(+/-218),"1,053",(+/-674),"1,046",(+/-556),837,(+/-392),"2,026",(+/-635),"1,503",(+/-655),"1,370",(+/-680),"1,599",(+/-589),"1,227",(+/-561),"2,433",(+/-807),"1,281",(+/-581),"1,073",(+/-640)
People,Ancestry,Dutch,"4,201","(+/-2,002)","3,311","(+/-1,114)","1,451",(+/-644),"1,170",(+/-704),477,(+/-386),"1,665","(+/-1,184)","3,122","(+/-1,119)","1,020",(+/-700),"2,177",(+/-957),"5,204","(+/-1,456)",543,(+/-292),"4,255","(+/-1,641)","1,963","(+/-1,018)",600,(+/-466),532,(+/-376),"1,622",(+/-671),"4,484","(+/-1,649)","11,606","(+/-2,180)","19,392","(+/-2,781)","13,817","(+/-2,314)","14,179","(+/-2,110)","7,943","(+/-1,483)","10,922","(+/-2,192)","20,920","(+/-2,940)","12,494","(+/-2,320)","4,699","(+/-1,825)"
People,Ancestry,English,"38,652","(+/-4,055)","22,915","(+/-3,414)","22,254","(+/-4,076)","15,540","(+/-2,851)","4,010","(+/-1,751)","5,710","(+/-2,194)","24,966","(+/-4,319)","9,166","(+/-1,804)","9,900","(+/-2,166)","43,954","(+/-5,231)","7,519","(+/-1,880)","46,222","(+/-5,556)","12,563","(+/-2,414)","7,374","(+/-1,992)","3,270","(+/-1,341)","20,140","(+/-3,509)","29,598","(+/-3,159)","45,252","(+/-4,118)","91,068","(+/-5,405)","73,060","(+/-5,334)","98,102","(+/-5,726)","93,091","(+/-6,368)","92,613","(+/-4,697)","114,259","(+/-5,997)","77,081","(+/-5,157)","49,319","(+/-4,874)"
People,Ancestry,"French (except Basque)","8,774","(+/-2,119)","5,867","(+/-1,503)","5,467","(+/-1,631)","3,883","(+/-1,366)","1,312",(+/-817),"2,152",(+/-867),"10,573","(+/-3,124)","3,614","(+/-1,440)","4,070","(+/-1,192)","9,927","(+/-1,943)","3,060","(+/-1,739)","19,945","(+/-4,572)","8,646","(+/-3,324)","3,445","(+/-1,174)","1,651",(+/-940),"4,764","(+/-1,392)","8,579","(+/-2,077)","13,527","(+/-2,770)","21,201","(+/-3,664)","32,416","(+/-3,977)","53,973","(+/-4,146)","25,883","(+/-3,262)","13,053","(+/-2,017)","23,690","(+/-2,874)","11,830","(+/-1,482)","11,955","(+/-3,152)"
People,Ancestry,"French Canadian","2,290",(+/-941),822,(+/-458),721,(+/-484),290,(+/-292),113,(+/-135),554,(+/-545),960,(+/-790),344,(+/-221),729,(+/-475),"3,325","(+/-1,358)",601,(+/-762),"1,222",(+/-603),429,(+/-345),633,(+/-749),31,(+/-53),945,(+/-412),"1,916",(+/-731),"3,513","(+/-1,136)","5,593","(+/-1,266)","11,151","(+/-2,288)","23,541","(+/-3,006)","7,961","(+/-1,601)","4,244","(+/-1,392)","8,698","(+/-1,541)","3,843","(+/-1,022)","2,773",(+/-727)
People,Ancestry,German,"100,605","(+/-7,947)","78,385","(+/-6,168)","48,064","(+/-5,081)","51,976","(+/-5,317)","8,227","(+/-2,000)","14,129","(+/-2,231)","32,062","(+/-3,216)","9,215","(+/-1,593)","13,053","(+/-2,189)","42,965","(+/-6,006)","21,395","(+/-3,836)","58,860","(+/-5,691)","16,935","(+/-2,936)","15,598","(+/-3,395)","4,342","(+/-1,304)","32,093","(+/-4,042)","61,056","(+/-5,732)","82,408","(+/-5,476)","117,513","(+/-7,134)","95,911","(+/-6,204)","103,235","(+/-6,480)","99,861","(+/-6,031)","163,381","(+/-7,369)","150,202","(+/-6,537)","122,272","(+/-6,617)","133,740","(+/-6,676)"
People,Ancestry,Greek,"11,580","(+/-3,563)","7,599","(+/-2,469)","16,518","(+/-3,729)","9,960","(+/-2,974)","2,008","(+/-1,072)","6,309","(+/-1,783)","4,015","(+/-1,417)","1,966",(+/-808),"1,239",(+/-715),"7,239","(+/-2,874)","8,889","(+/-2,031)","6,743","(+/-3,218)","2,918","(+/-1,429)","13,973","(+/-3,470)",635,(+/-461),"4,954","(+/-1,664)","5,874","(+/-2,094)","5,455","(+/-1,726)","4,159","(+/-1,382)","4,943","(+/-1,564)","2,703",(+/-861),"3,403",(+/-999),"1,158",(+/-682),"2,203",(+/-902),"3,963","(+/-1,324)","2,195",(+/-743)
People,Ancestry,Hungarian,"4,009","(+/-1,105)","1,778",(+/-607),"4,564","(+/-1,731)","5,509","(+/-2,153)",713,(+/-483),"3,505","(+/-1,650)","4,771","(+/-1,522)","1,324",(+/-774),"4,364","(+/-1,375)","5,927","(+/-1,648)","1,866",(+/-921),"8,536","(+/-2,853)","1,280",(+/-776),810,(+/-441),722,(+/-479),"3,520","(+/-1,250)","29,825","(+/-6,625)","34,783","(+/-7,456)","5,908","(+/-1,557)","3,585","(+/-1,194)","3,221",(+/-776),"1,847",(+/-838),"4,238","(+/-1,437)","2,680","(+/-1,158)","2,599",(+/-989),"4,507","(+/-1,099)"
People,Ancestry,Irish,"146,538","(+/-9,198)","114,475","(+/-7,786)","74,003","(+/-6,319)","87,145","(+/-7,820)","18,192","(+/-3,361)","22,023","(+/-3,528)","40,436","(+/-4,973)","14,785","(+/-2,616)","15,653","(+/-2,625)","58,486","(+/-6,470)","53,639","(+/-6,133)","73,048","(+/-7,148)","18,448","(+/-3,163)","23,127","(+/-3,625)","12,476","(+/-2,779)","62,323","(+/-5,545)","107,482","(+/-9,615)","116,083","(+/-7,307)","122,353","(+/-7,328)","140,085","(+/-8,061)","124,715","(+/-6,855)","135,883","(+/-7,573)","123,928","(+/-6,018)","121,211","(+/-6,696)","115,989","(+/-6,890)","98,622","(+/-6,443)"
People,Ancestry,Italian,"175,852","(+/-9,336)","154,519","(+/-9,175)","110,117","(+/-8,354)","117,398","(+/-8,953)","22,317","(+/-4,070)","27,939","(+/-3,468)","37,981","(+/-4,873)","22,254","(+/-3,493)","14,965","(+/-2,624)","50,650","(+/-5,569)","134,334","(+/-9,207)","57,224","(+/-6,768)","16,635","(+/-2,847)","36,720","(+/-4,404)","13,975","(+/-2,951)","86,939","(+/-5,939)","113,976","(+/-7,626)","115,252","(+/-7,502)","91,132","(+/-6,622)","118,203","(+/-6,521)","78,160","(+/-5,780)","111,415","(+/-6,183)","89,402","(+/-5,957)","93,522","(+/-5,518)","123,213","(+/-7,761)","101,926","(+/-6,403)"
People,Ancestry,Lithuanian,"2,115",(+/-826),"1,759",(+/-950),"1,422",(+/-601),610,(+/-320),"1,275",(+/-997),901,(+/-573),"1,624",(+/-827),"1,272","(+/-1,172)","2,080","(+/-1,431)","1,520",(+/-942),983,(+/-679),"2,475","(+/-1,274)",618,(+/-510),324,(+/-419),53,(+/-72),463,(+/-227),"2,442","(+/-1,751)","1,287",(+/-660),"3,143",(+/-936),"2,719",(+/-885),"2,225",(+/-756),"2,496",(+/-949),602,(+/-365),585,(+/-308),"2,415",(+/-975),"1,273","(+/-1,092)"
People,Ancestry,Norwegian,"4,965","(+/-1,447)","2,977","(+/-1,029)","1,517",(+/-601),"2,862","(+/-1,013)",376,(+/-290),866,(+/-839),"2,167",(+/-717),893,(+/-327),"1,025",(+/-508),"4,152","(+/-1,722)","4,193","(+/-1,482)","3,679","(+/-1,590)","1,373",(+/-692),871,(+/-580),60,(+/-85),"2,106","(+/-1,029)","4,038","(+/-1,594)","5,468","(+/-1,561)","4,366","(+/-1,046)","4,243","(+/-1,502)","4,924","(+/-1,803)","3,015","(+/-1,024)","3,906","(+/-1,478)","4,963","(+/-1,121)","2,753","(+/-1,127)","2,439","(+/-1,058)"
People,Ancestry,Polish,"39,034","(+/-4,399)","22,687","(+/-3,734)","25,417","(+/-4,258)","25,881","(+/-3,973)","6,260","(+/-2,246)","16,821","(+/-3,878)","27,647","(+/-5,975)","7,159","(+/-2,046)","10,325","(+/-2,040)","23,735","(+/-3,694)","18,180","(+/-3,807)","34,898","(+/-5,242)","8,503","(+/-2,968)","5,584","(+/-1,922)","2,950","(+/-1,223)","15,919","(+/-2,354)","26,506","(+/-3,926)","23,484","(+/-3,152)","35,299","(+/-4,053)","44,924","(+/-3,855)","35,017","(+/-3,815)","42,847","(+/-4,336)","76,031","(+/-6,104)","41,810","(+/-3,428)","32,336","(+/-3,282)","91,541","(+/-6,118)"
People,Ancestry,Portuguese,"3,330","(+/-1,196)","3,728","(+/-1,644)","6,053","(+/-2,508)","2,416","(+/-1,709)","1,260",(+/-714),"1,100",(+/-559),"3,106","(+/-1,591)",545,(+/-328),462,(+/-294),"2,382","(+/-1,035)","2,237","(+/-1,887)","2,523","(+/-1,184)","1,813","(+/-1,011)","1,377",(+/-753),578,(+/-478),"4,900","(+/-1,716)","4,834","(+/-1,680)","2,822","(+/-1,221)","1,732",(+/-744),"1,887","(+/-1,436)","1,625",(+/-756),"1,435",(+/-852),639,(+/-416),881,(+/-338),"1,790",(+/-784),406,(+/-373)
People,Ancestry,Russian,"17,978","(+/-3,140)","8,583","(+/-2,763)","16,254","(+/-2,471)","17,588","(+/-4,611)","4,928","(+/-1,874)","15,857","(+/-4,975)","6,026","(+/-1,531)","24,034","(+/-7,080)","13,476","(+/-2,603)","16,766","(+/-3,229)","13,152","(+/-2,696)","30,546","(+/-3,801)","5,363","(+/-1,318)","3,765","(+/-2,398)","5,305","(+/-2,571)","12,026","(+/-2,399)","16,620","(+/-3,027)","10,416","(+/-2,520)","9,167","(+/-1,909)","7,465","(+/-2,288)","3,338",(+/-883),"4,591","(+/-1,316)","2,673",(+/-686),"2,184",(+/-698),"4,842","(+/-1,211)","5,761","(+/-1,906)"
People,Ancestry,Scotch-Irish,"2,430","(+/-1,078)","1,470",(+/-823),"2,901","(+/-1,778)",565,(+/-430),229,(+/-286),168,(+/-224),"2,215","(+/-1,112)",707,(+/-546),"1,113",(+/-591),"2,599","(+/-1,088)",404,(+/-309),"3,938","(+/-1,740)","1,046",(+/-535),861,(+/-823),226,(+/-316),426,(+/-279),"2,025",(+/-772),"3,256","(+/-1,140)","6,348","(+/-1,838)","3,873",(+/-958),"5,926","(+/-1,307)","3,479","(+/-1,147)","3,660",(+/-711),"6,184","(+/-1,320)","3,576","(+/-1,149)","2,347",(+/-761)
People,Ancestry,Scottish,"6,766","(+/-1,699)","4,859","(+/-1,602)","4,766","(+/-1,845)","3,679","(+/-1,323)",602,(+/-435),625,(+/-612),"5,369","(+/-1,556)","1,541",(+/-654),"4,467","(+/-1,677)","7,396","(+/-1,498)","1,916",(+/-821),"8,354","(+/-2,120)","2,419",(+/-971),"2,822","(+/-1,424)",752,(+/-489),"6,439","(+/-2,140)","4,773","(+/-1,066)","8,867","(+/-1,765)","15,642","(+/-2,313)","11,771","(+/-1,890)","18,869","(+/-2,404)","11,128","(+/-1,800)","13,132","(+/-2,016)","13,648","(+/-1,693)","11,201","(+/-1,883)","12,062","(+/-2,995)"
People,Ancestry,Slovak,"1,248",(+/-625),360,(+/-325),550,(+/-330),381,(+/-335),56,(+/-93),242,(+/-236),"1,338","(+/-1,167)",121,(+/-145),359,(+/-462),"1,307","(+/-1,066)","1,196",(+/-610),"1,576","(+/-1,148)",548,(+/-791),"1,137","(+/-1,166)",94,(+/-130),"1,969","(+/-1,303)","2,508","(+/-1,155)",546,(+/-269),"4,098","(+/-1,146)","1,755",(+/-702),"1,774",(+/-632),"1,636",(+/-984),"1,514",(+/-557),408,(+/-218),631,(+/-383),"1,330",(+/-795)
People,Ancestry,"Subsaharan African","4,485","(+/-2,162)","4,869","(+/-1,900)","3,253","(+/-1,785)","7,889","(+/-2,849)","16,325","(+/-3,453)","3,384","(+/-1,579)","6,263","(+/-1,783)","26,105","(+/-8,086)","23,930","(+/-5,543)","4,863","(+/-1,991)","7,409","(+/-2,812)","9,323","(+/-3,556)","24,507","(+/-6,630)","14,003","(+/-4,735)","54,450","(+/-11,913)","16,755","(+/-3,808)","4,655","(+/-1,881)","6,221","(+/-2,927)","2,314",(+/-953),"8,972","(+/-3,049)","1,281",(+/-641),"5,815","(+/-2,431)","2,873","(+/-1,302)","1,292",(+/-636),"10,689","(+/-2,982)","12,227","(+/-3,491)"
People,Ancestry,Swedish,"3,791","(+/-1,065)","2,505",(+/-841),"2,322",(+/-826),"1,160",(+/-764),216,(+/-198),563,(+/-509),"2,174",(+/-811),652,(+/-339),"1,679",(+/-823),"5,796","(+/-1,824)","2,146","(+/-1,080)","3,768","(+/-1,221)","1,918",(+/-929),903,(+/-520),296,(+/-183),"1,997",(+/-796),"3,945","(+/-1,418)","4,497","(+/-1,024)","6,032","(+/-1,569)","4,265","(+/-1,108)","4,968","(+/-1,107)","3,958",(+/-974),"15,832","(+/-2,327)","5,408","(+/-1,350)","5,219","(+/-1,695)","4,303",(+/-998)
People,Ancestry,Swiss,"1,275",(+/-729),426,(+/-331),523,(+/-391),198,(+/-187),4,(+/-1),359,(+/-232),640,(+/-343),485,(+/-429),807,(+/-660),"1,528",(+/-567),248,(+/-253),"2,867","(+/-1,258)",621,(+/-420),791,(+/-561),27,(+/-44),776,(+/-513),626,(+/-394),"1,067",(+/-432),"2,300","(+/-1,002)","1,179","(+/-1,098)","2,825","(+/-1,115)","1,597",(+/-524),852,(+/-421),"4,359","(+/-1,204)","1,400",(+/-608),257,(+/-220)
People,Ancestry,Ukrainian,"5,771","(+/-1,762)","1,521",(+/-592),"4,911","(+/-1,800)","4,615","(+/-1,701)","2,339","(+/-1,044)","3,243","(+/-1,021)","4,175","(+/-1,404)","23,929","(+/-4,152)","10,827","(+/-2,438)","10,159","(+/-2,383)","12,947","(+/-3,529)","10,627","(+/-3,735)","1,843",(+/-804),"1,439",(+/-753),"1,085",(+/-646),"6,028","(+/-2,447)","5,064","(+/-1,564)","7,046","(+/-1,755)","5,972","(+/-1,370)","5,311","(+/-1,531)","3,841","(+/-1,321)","7,990","(+/-1,629)","6,310","(+/-1,918)","4,697","(+/-1,184)","9,226","(+/-2,102)","4,697","(+/-1,051)"
People,Ancestry,Welsh,"1,756",(+/-870),601,(+/-293),935,(+/-578),446,(+/-257),227,(+/-353),219,(+/-187),919,(+/-437),461,(+/-378),312,(+/-252),"2,434",(+/-885),52,(+/-90),"2,870","(+/-1,480)","1,424",(+/-762),566,(+/-442),99,(+/-210),954,(+/-461),"1,645",(+/-694),"2,810",(+/-974),"7,200","(+/-1,391)","3,297",(+/-828),"9,290","(+/-1,704)","6,857","(+/-1,164)","5,075","(+/-1,135)","4,864","(+/-1,032)","4,539","(+/-1,197)","3,976","(+/-1,236)"
People,Ancestry,"West Indian (excluding Hispanic origin groups)","8,764","(+/-3,606)","24,794","(+/-5,286)","10,298","(+/-2,992)","50,232","(+/-6,127)","129,180","(+/-9,701)","11,189","(+/-3,406)","18,598","(+/-5,751)","87,611","(+/-8,704)","132,986","(+/-11,187)","9,340","(+/-3,385)","10,273","(+/-3,244)","12,816","(+/-3,585)","22,505","(+/-5,096)","20,553","(+/-4,902)","50,150","(+/-7,298)","48,355","(+/-7,540)","23,676","(+/-3,822)","24,792","(+/-4,393)","5,230","(+/-2,028)","11,315","(+/-2,639)","2,020",(+/-781),"4,488","(+/-1,590)","1,046",(+/-617),"1,629",(+/-634),"8,288","(+/-2,006)","5,113","(+/-3,150)"
People,"Veteran Status","Civilian population 18 years and over","631,405","(+/-7,600)","601,436","(+/-9,122)","609,319","(+/-14,343)","598,087","(+/-5,711)","582,143","(+/-13,430)","567,972","(+/-16,873)","585,528","(+/-16,352)","578,778","(+/-15,426)","562,594","(+/-14,564)","586,802","(+/-17,686)","591,090","(+/-9,326)","641,693","(+/-12,628)","598,904","(+/-16,358)","580,771","(+/-19,318)","537,350","(+/-14,121)","613,574","(+/-8,267)","583,669","(+/-5,913)","605,770","(+/-4,666)","641,617","(+/-5,031)","631,208","(+/-4,676)","612,722","(+/-5,256)","602,670","(+/-3,099)","605,209","(+/-6,220)","613,126","(+/-3,887)","611,183","(+/-1,648)","620,703","(+/-6,481)"
People,"Veteran Status","Civilian veterans","26,685","(+/-2,564)","23,703","(+/-2,305)","17,321","(+/-2,212)","18,243","(+/-2,357)","12,761","(+/-1,928)","7,633","(+/-1,483)","6,639","(+/-1,388)","9,500","(+/-1,587)","7,452","(+/-1,558)","9,281","(+/-2,304)","14,986","(+/-1,973)","12,694","(+/-2,613)","9,152","(+/-2,013)","9,031","(+/-2,467)","8,015","(+/-1,784)","15,943","(+/-2,087)","16,455","(+/-2,207)","28,102","(+/-2,481)","33,735","(+/-2,681)","34,048","(+/-2,894)","47,636","(+/-2,985)","36,610","(+/-2,533)","45,316","(+/-3,278)","45,779","(+/-2,690)","28,838","(+/-2,668)","37,842","(+/-2,918)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","778,906","(+/-10,052)","769,959","(+/-11,564)","749,444","(+/-18,374)","762,087","(+/-6,325)","732,329","(+/-18,699)","689,908","(+/-22,659)","717,629","(+/-23,256)","736,211","(+/-23,092)","721,987","(+/-22,469)","715,200","(+/-23,748)","747,909","(+/-13,395)","732,251","(+/-16,884)","720,615","(+/-19,957)","735,805","(+/-25,921)","707,788","(+/-20,537)","768,897","(+/-9,975)","763,641","(+/-5,922)","765,629","(+/-5,763)","763,419","(+/-6,327)","770,485","(+/-6,016)","742,710","(+/-7,218)","747,814","(+/-3,927)","752,813","(+/-6,197)","749,759","(+/-6,113)","759,616","(+/-2,628)","769,594","(+/-5,952)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","90,692","(+/-5,771)","82,640","(+/-5,505)","87,085","(+/-5,831)","69,625","(+/-4,428)","90,659","(+/-6,184)","78,272","(+/-5,342)","73,954","(+/-5,864)","105,054","(+/-6,272)","90,308","(+/-6,813)","65,396","(+/-5,585)","80,087","(+/-4,833)","67,906","(+/-6,093)","127,025","(+/-8,800)","101,820","(+/-7,683)","139,456","(+/-10,269)","91,191","(+/-5,695)","77,099","(+/-4,797)","93,034","(+/-6,076)","117,000","(+/-5,821)","107,598","(+/-5,783)","120,940","(+/-5,263)","102,898","(+/-5,477)","111,945","(+/-5,510)","116,983","(+/-4,959)","116,702","(+/-5,617)","114,399","(+/-6,059)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","153,080","(+/-6,947)","171,198","(+/-6,830)","144,776","(+/-7,456)","168,801","(+/-6,107)","155,027","(+/-7,703)","126,221","(+/-9,167)","133,254","(+/-12,008)","161,361","(+/-11,767)","162,953","(+/-12,485)","131,945","(+/-10,623)","161,137","(+/-6,254)","93,175","(+/-7,889)","126,792","(+/-8,680)","161,044","(+/-10,943)","177,761","(+/-9,881)","160,125","(+/-5,205)","189,283","(+/-4,442)","170,114","(+/-2,519)","134,401","(+/-2,825)","145,726","(+/-2,578)","148,053","(+/-3,881)","155,567","(+/-2,617)","156,752","(+/-4,389)","149,600","(+/-3,310)","155,302","(+/-1,352)","153,613","(+/-4,361)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","5,661","(+/-1,418)","7,082","(+/-1,597)","4,952","(+/-1,302)","3,850","(+/-1,165)","6,701","(+/-2,011)","4,145","(+/-1,199)","3,473","(+/-1,196)","7,232","(+/-1,648)","4,580","(+/-1,410)","3,128","(+/-1,178)","5,202","(+/-1,443)","3,674","(+/-1,481)","8,128","(+/-2,609)","8,469","(+/-2,493)","13,350","(+/-3,534)","7,993","(+/-1,552)","8,734","(+/-2,102)","6,980","(+/-1,605)","10,164","(+/-1,659)","8,528","(+/-1,847)","10,895","(+/-1,994)","7,605","(+/-1,785)","9,651","(+/-1,868)","10,726","(+/-1,537)","9,448","(+/-1,799)","9,056","(+/-1,740)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","468,135","(+/-7,116)","476,800","(+/-8,363)","440,185","(+/-13,122)","458,353","(+/-6,436)","445,381","(+/-12,117)","421,806","(+/-15,065)","499,370","(+/-15,078)","439,960","(+/-13,962)","436,110","(+/-13,462)","475,745","(+/-16,050)","452,637","(+/-8,355)","486,581","(+/-11,376)","482,433","(+/-14,942)","464,406","(+/-16,991)","428,883","(+/-13,743)","470,345","(+/-8,082)","435,477","(+/-6,067)","460,580","(+/-4,070)","467,636","(+/-4,433)","479,722","(+/-4,489)","437,733","(+/-4,880)","448,580","(+/-3,025)","436,430","(+/-5,353)","441,430","(+/-4,273)","460,766","(+/-1,567)","470,863","(+/-5,314)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","38,264","(+/-3,629)","38,222","(+/-4,363)","32,030","(+/-3,578)","28,938","(+/-3,517)","36,951","(+/-3,744)","29,711","(+/-3,720)","39,402","(+/-4,353)","40,791","(+/-3,956)","38,251","(+/-4,001)","28,465","(+/-3,712)","33,103","(+/-3,090)","24,236","(+/-3,908)","64,346","(+/-6,858)","46,841","(+/-5,042)","78,499","(+/-6,552)","41,145","(+/-4,451)","31,606","(+/-3,239)","48,518","(+/-4,736)","57,365","(+/-3,760)","56,615","(+/-4,312)","64,018","(+/-4,095)","55,177","(+/-3,964)","54,237","(+/-4,069)","56,429","(+/-3,677)","62,613","(+/-4,371)","58,165","(+/-4,655)"
