Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Business,"Annual payroll ($1,000)","Management of companies and enterprises","223,913",G,"625,827",G,"390,792",G,"2,311,694",G,"2,380,659",G,"4,413,608",H,"4,317,142",G,"84,701",H,"329,905",H,"55,793",G,"1,065,237",G,"131,663",G,"297,437",J,"302,440",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","675,930",G,"440,721",H,"486,367",G,"1,450,301",G,"1,382,264",G,"2,430,742",G,"1,640,599",G,"367,101",G,"837,454",G,"436,992",G,"937,736",G,"434,632",G,"385,428",G,"283,752",G
Business,"Annual payroll ($1,000)","Educational services","218,450",H,"188,079",H,"111,963",G,"253,690",G,"2,486,893",H,"481,597",G,"311,371",G,"79,416",G,"189,872",G,"101,861",G,"158,040",G,"108,980",G,"49,337",H,"112,571",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,228,357",H,"2,695,561",G,"2,374,597",G,"1,746,474",G,"6,144,004",G,"4,260,725",G,"2,318,466",H,"1,962,704",G,"1,979,685",H,"1,536,747",G,"2,919,031",H,"3,024,205",G,"2,007,823",G,"1,585,151",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","119,122",G,"39,307",G,"91,978",G,"120,010",G,"700,533",G,"541,712",H,"216,672",G,"48,489",H,"442,614",H,"67,181",G,"148,834",G,"101,271",H,"43,185",G,"55,530",G
Business,"Annual payroll ($1,000)","Accommodation and food services","1,064,987",G,"503,534",G,"614,395",G,"691,179",G,"1,892,778",G,"1,283,731",G,"767,019",G,"582,899",G,"690,340",G,"628,753",G,"753,916",G,"553,993",G,"477,483",G,"502,998",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","451,710",G,"299,353",G,"356,617",G,"693,427",G,"908,533",G,"856,745",G,"647,904",G,"233,040",G,"469,109",G,"320,475",G,"525,001",G,"318,010",G,"257,405",G,"274,101",G
Business,"Annual payroll ($1,000)","Industries not classified",742,G,474,H,500,G,"1,645",G,"2,285",G,"1,939",G,"1,144",G,609,G,597,G,802,G,214,H,896,G,474,G,582,H
Business,"Total Establishments","Total for all sectors","18,514",X,"15,154",X,"16,470",X,"22,057",X,"22,870",X,"24,164",X,"26,283",X,"14,895",X,"20,463",X,"15,820",X,"21,324",X,"14,838",X,"14,085",X,"13,226",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",111,X,174,X,50,X,8,X,7,X,8,X,34,X,187,X,39,X,66,X,18,X,188,X,8,X,33,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",16,X,15,X,12,X,6,X,4,X,6,X,10,X,14,X,14,X,31,X,13,X,24,X,5,X,12,X
Business,"Total Establishments",Utilities,47,X,50,X,35,X,23,X,50,X,21,X,20,X,75,X,40,X,45,X,26,X,50,X,9,X,19,X
Business,"Total Establishments",Construction,"1,575",X,"1,011",X,"1,726",X,"1,648",X,778,X,"1,341",X,"2,201",X,"1,100",X,"2,601",X,"1,967",X,"2,330",X,"1,327",X,"1,464",X,"1,395",X
Business,"Total Establishments",Manufacturing,494,X,515,X,646,X,650,X,401,X,500,X,497,X,547,X,821,X,587,X,731,X,491,X,326,X,667,X
Business,"Total Establishments","Wholesale trade",683,X,721,X,644,X,"1,768",X,797,X,"1,092",X,"1,346",X,617,X,"1,127",X,597,X,"1,235",X,573,X,455,X,587,X
Business,"Total Establishments","Retail trade","3,042",X,"2,968",X,"2,482",X,"2,724",X,"2,417",X,"2,526",X,"2,396",X,"2,915",X,"2,792",X,"2,240",X,"2,594",X,"2,642",X,"1,929",X,"2,145",X
Business,"Total Establishments","Transportation and warehousing",996,X,515,X,547,X,796,X,799,X,981,X,506,X,508,X,828,X,622,X,488,X,545,X,786,X,436,X
Business,"Total Establishments",Information,246,X,225,X,244,X,519,X,781,X,603,X,628,X,195,X,305,X,233,X,307,X,200,X,234,X,170,X
Business,"Total Establishments","Finance and insurance",932,X,922,X,944,X,"1,416",X,908,X,"1,765",X,"1,742",X,980,X,"1,021",X,845,X,"1,193",X,859,X,731,X,709,X
Business,"Total Establishments","Real estate and rental and leasing","1,125",X,705,X,964,X,"1,336",X,"1,730",X,"1,898",X,"1,722",X,635,X,"1,185",X,880,X,"1,275",X,685,X,670,X,643,X
Business,"Total Establishments","Professional, scientific, and technical services","1,634",X,"1,113",X,"1,492",X,"3,143",X,"4,253",X,"3,839",X,"5,795",X,"1,071",X,"2,105",X,"1,498",X,"3,142",X,"1,188",X,"1,429",X,"1,298",X
Business,"Total Establishments","Management of companies and enterprises",63,X,82,X,45,X,161,X,167,X,319,X,241,X,49,X,59,X,40,X,125,X,50,X,45,X,35,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",984,X,720,X,903,X,"1,200",X,"1,003",X,"1,362",X,"1,635",X,611,X,"1,189",X,"1,012",X,"1,297",X,691,X,816,X,703,X
Business,"Total Establishments","Educational services",183,X,145,X,180,X,301,X,426,X,360,X,511,X,125,X,247,X,201,X,320,X,138,X,155,X,147,X
Business,"Total Establishments","Health care and social assistance","2,053",X,"1,900",X,"2,008",X,"2,186",X,"2,804",X,"3,045",X,"2,747",X,"1,970",X,"1,957",X,"1,658",X,"2,250",X,"1,880",X,"2,068",X,"1,491",X
Business,"Total Establishments","Arts, entertainment, and recreation",293,X,195,X,272,X,326,X,663,X,492,X,460,X,163,X,312,X,262,X,384,X,162,X,196,X,174,X
Business,"Total Establishments","Accommodation and food services","2,184",X,"1,510",X,"1,531",X,"2,074",X,"2,694",X,"1,980",X,"1,811",X,"1,612",X,"1,859",X,"1,451",X,"1,702",X,"1,480",X,"1,320",X,"1,196",X
Business,"Total Establishments","Other services (except public administration)","1,831",X,"1,648",X,"1,729",X,"1,735",X,"2,156",X,"1,983",X,"1,955",X,"1,498",X,"1,949",X,"1,563",X,"1,882",X,"1,640",X,"1,412",X,"1,352",X
Business,"Total Establishments","Industries not classified",22,X,20,X,16,X,37,X,32,X,43,X,26,X,23,X,13,X,22,X,12,X,25,X,27,X,14,X

"Source: 2023 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
